Similarity Close - 2006,Similarity Close - 2007,Similarity Close - 2008,Similarity Close - 2009,Similarity Close - 2010,Similarity Close - 2011,Similarity Close - 2012,Similarity Close - 2013,Similarity Close - 2014,Similarity Close - 2015,Similarity Close - 2016,Similarity Close - 2017
6.794621582993112e-05,0.0003647144502395933,0.0002379891459205708,6.530217148815426e-05,0.0002142031036661315,0.00035638720744305346,0.001,0.00033062725787180524,0.00014933422773786501,6.530217148815426e-05,0.000274653626764643,6.738210505573146e-05
0.00031377276129176057,0.0002726744540304658,0.0004193125310998175,6.530217148815426e-05,6.530217148815426e-05,0.00024226126049912907,0.0005803524247538669,0.001,0.001,0.00014933422773786501,0.00011246518706915974,0.0005900794975539359
0.0003037588520472074,0.0002726744540304658,0.0004193125310998175,0.001,0.00037821927605208566,0.00023997415804223327,0.0003919974775861264,0.00028359434956195525,0.00016383513247585587,0.00062081360775633,0.0002434846550957935,0.0004940561586319411
6.794621582993112e-05,0.0003402124715039409,0.0003094621622575861,6.530217148815426e-05,0.001,0.00023262981290925915,0.001,0.0006543129282049419,0.00016383513247585587,0.00062081360775633,0.00022250066669567814,0.0002175330265823067
0.001,0.0002198802456439875,0.0002126801549024901,0.0005379003058335826,0.0004193125310998175,0.00024226126049912907,0.0007212438299094976,0.00014933422773786501,0.00016383513247585587,0.00014933422773786501,0.0001888966228685647,0.00030831700402081857
0.00030378410911189164,0.0002726744540304658,0.0004193125310998175,0.0003919974775861264,0.001,0.00023031015665430174,0.001,0.00028359434956195525,0.00016131006873216358,0.00062081360775633,0.0002434846550957935,0.0004940561586319411
0.0003023285211812307,0.0005791492833241902,6.767274481129163e-05,6.530217148815426e-05,0.0002142031036661315,8.176429711357498e-05,0.0007212438299094976,0.00014933422773786501,0.001,0.00033062725787180524,0.00011246518706915974,0.00015750424873755783
0.0003629715561884841,0.0002198802456439875,6.767274481129163e-05,0.0004193125310998175,0.0002142031036661315,0.0003390258838344902,0.0005803524247538669,0.00033062725787180524,0.00010395078729144813,6.530217148815426e-05,0.001,0.00041539034564208794
0.00025948222291823965,0.0002726744540304658,0.0006048741127769224,0.0005462318228260857,0.001,0.00024226126049912907,0.0003919974775861264,0.00028359434956195525,0.00016383513247585587,0.00062081360775633,0.0002434846550957935,0.0004940561586319411
0.0003779656516125209,0.00035526411965481117,0.0009093659074501768,0.0003079427688138343,0.0003079427688138343,0.00024226126049912907,0.00046595947747259906,0.00028359434956195525,0.00022406252671832455,0.00028359434956195525,0.00011246518706915974,0.0002699811419464455
6.794621582993112e-05,7.545846216059496e-05,0.00011116724252976007,0.00024226126049912907,0.0004266622750720192,0.00040380536079289196,0.0007212438299094976,0.00033062725787180524,0.00011246518706915974,0.00028359434956195525,0.001,0.00015750424873755783
0.0003037588520472074,0.0002726744540304658,0.0004193125310998175,0.001,0.001,0.00024226126049912907,0.0005803524247538669,0.00062081360775633,0.001,0.00028359434956195525,0.0002434846550957935,0.0002175330265823067
8.31356973657394e-05,7.545846216059496e-05,6.767274481129163e-05,0.00033062725787180524,0.00010495319870339685,7.955458755764386e-05,7.186409025522228e-05,0.00033062725787180524,0.00016383513247585587,0.00062081360775633,0.00025373043963038084,0.00015750424873755783
0.00025948222291823965,0.0002726744540304658,0.0004193125310998175,0.0003919974775861264,0.001,0.00024226126049912907,0.0003919974775861264,0.00062081360775633,0.00016383513247585587,0.00062081360775633,0.0002434846550957935,0.0004940561586319411
6.794621582993112e-05,0.0002726744540304658,0.0003094621622575861,0.001,0.001,0.00023031015665430174,0.0003919974775861264,0.001,0.00014933422773786501,0.00028359434956195525,0.0002434846550957935,0.0004940561586319411
0.00030378410911189164,0.00040270190772325544,0.00024226126049912907,0.0004954537725635019,0.0004193125310998175,0.0006543129282049419,0.0007212438299094976,0.00011246518706915974,0.000664419522732764,0.00016383513247585587,0.00030142291264064684,0.00037317749113805246
6.794621582993112e-05,0.0003517779806541922,0.0003863401251486818,6.7005145860931e-05,0.0004193125310998175,0.0007739906831417576,0.0007212438299094976,0.00015207483998764802,0.001,0.00016383513247585587,0.00046595947747259906,0.00018200688199672554
0.0003037588520472074,0.00040270190772325544,0.00024226126049912907,0.0005379003058335826,0.00075291130912757,0.0005462318228260857,0.0004266622750720192,0.00011246518706915974,0.001,0.00016383513247585587,0.00030142291264064684,0.00037317749113805246
0.0003629715561884841,0.001,7.955458755764386e-05,0.0003228930679983959,0.0002379891459205708,0.00035601117300646114,0.00047443854765541975,0.00021127443045859041,6.791801787264248e-05,0.00010395078729144813,0.0001888966228685647,0.0003369828006676554
0.00031377276129176057,0.00040270190772325544,0.00024226126049912907,6.7005145860931e-05,6.767274481129163e-05,0.001,0.00047443854765541975,0.00014933422773786501,0.00016383513247585587,0.001,0.00021225448986274175,0.0002926598252158689
0.0003779656516125209,0.0003629715561884841,0.00021080991688171878,0.000333648270375899,0.0003039698704315627,0.001,0.0004213773480648935,0.00011246518706915974,0.00037317749113805246,0.00011246518706915974,0.00021225448986274175,0.0004830821659124246
6.794621582993112e-05,0.0003023285211812307,0.00028787687034290794,6.7005145860931e-05,0.0002379891459205708,0.0004266622750720192,0.0007212438299094976,0.00021127443045859041,0.00062081360775633,0.00010395078729144813,0.00030050907427003534,7.651877831136345e-05
0.001,0.0002198802456439875,0.0002126801549024901,0.0005379003058335826,0.0004193125310998175,0.00024226126049912907,0.0007212438299094976,0.00014933422773786501,0.00016383513247585587,0.00014933422773786501,0.0001888966228685647,0.00030831700402081857
0.0003037588520472074,0.00040270190772325544,0.00024226126049912907,0.0005379003058335826,0.0004193125310998175,0.001,0.00047443854765541975,0.00016383513247585587,0.00016383513247585587,0.00011246518706915974,0.00030142291264064684,0.00018200688199672554
0.00025948222291823965,0.00040270190772325544,0.00024226126049912907,0.0004954537725635019,0.0004193125310998175,0.001,0.0004266622750720192,0.00016383513247585587,0.001,0.00016383513247585587,0.00030142291264064684,0.00037317749113805246
6.794621582993112e-05,0.00040270190772325544,0.0003863401251486818,0.0005379003058335826,0.0004193125310998175,0.0006543129282049419,0.0004266622750720192,0.00014933422773786501,0.00062081360775633,0.00011246518706915974,0.00030142291264064684,0.00037317749113805246
6.794621582993112e-05,0.00040270190772325544,0.00024226126049912907,0.0005379003058335826,0.0004193125310998175,6.530217148815426e-05,0.0004266622750720192,0.00014933422773786501,0.001,0.00014933422773786501,0.00030142291264064684,9.818017172561444e-05
0.00031377276129176057,0.00040270190772325544,0.00010011323948737634,0.0004882861262722537,0.0004193125310998175,0.001,0.00010467738249125144,0.00014933422773786501,0.001,0.00016383513247585587,0.00030142291264064684,0.0003971487720481331
0.001,6.794621582993112e-05,7.955458755764386e-05,0.00031377276129176057,0.0009093659074501768,6.530217148815426e-05,0.00035638720744305346,0.00021127443045859041,6.791801787264248e-05,0.00010395078729144813,0.00023836432838049147,0.0003971487720481331
6.794621582993112e-05,0.0003023285211812307,0.00024226126049912907,0.0005379003058335826,0.0004193125310998175,0.00033062725787180524,0.0004266622750720192,9.957279866801471e-05,0.00062081360775633,0.00014933422773786501,0.00021225448986274175,0.00022406252671832455
0.001,8.55207825445415e-05,6.794621582993112e-05,0.001,0.001,6.794621582993112e-05,0.001,0.0003462330040414926,0.0002926598252158689,0.00017306281647224824,0.0003329455088316658,0.0005900794975539359
8.139841224052254e-05,8.55207825445415e-05,6.794621582993112e-05,0.00027082335179520273,8.317707131272164e-05,0.000133052654480692,0.001,0.00012871652357528647,0.00034185264389568646,0.0004266622750720192,0.00034185264389568646,0.0008702706706116824
8.139841224052254e-05,8.55207825445415e-05,0.00015896312409084245,6.794621582993112e-05,0.00027082335179520273,0.001,6.794621582993112e-05,0.00012871652357528647,8.859616785481677e-05,7.014296324038125e-05,6.93149850217214e-05,0.00012500456004139624
8.139841224052254e-05,8.55207825445415e-05,6.794621582993112e-05,6.794621582993112e-05,6.530217148815426e-05,0.001,6.767274481129163e-05,0.00030378410911189164,0.0006901681086335138,0.0002998453336872752,0.0006901681086335138,0.0008014762789264657
0.0001264844590064175,8.55207825445415e-05,0.0003023285211812307,7.955458755764386e-05,0.001,0.0009093659074501768,7.955458755764386e-05,0.001,6.93149850217214e-05,0.00047443854765541975,6.93149850217214e-05,6.738210505573146e-05
8.139841224052254e-05,8.55207825445415e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,9.16663792680275e-05,0.00010056443712519502,0.0004430822720723641,0.00022009053196466247,0.00024304796792503678,0.0003807989908921763,0.001
8.139841224052254e-05,8.55207825445415e-05,6.794621582993112e-05,8.317707131272164e-05,0.001,0.00040270190772325544,7.651877831136345e-05,0.00030378410911189164,0.00018982915715412595,0.00017306281647224824,0.0002926598252158689,0.0002175330265823067
0.00012939567549462958,8.55207825445415e-05,0.00021080991688171878,0.001,0.001,6.794621582993112e-05,7.955458755764386e-05,7.511452803211413e-05,6.93149850217214e-05,0.00047443854765541975,6.93149850217214e-05,0.0008702706706116824
8.139841224052254e-05,0.0001038311473972847,0.00021080991688171878,6.794621582993112e-05,6.767274481129163e-05,6.794621582993112e-05,0.001,7.511452803211413e-05,0.0002888531279628068,0.00017306281647224824,0.0003807989908921763,6.738210505573146e-05
8.139841224052254e-05,0.00023976522500512715,6.794621582993112e-05,0.001,6.530217148815426e-05,0.0005102912906438052,7.955458755764386e-05,0.001,0.0003807989908921763,0.0004704367405425347,0.0003807989908921763,0.0002175330265823067
8.139841224052254e-05,0.0002142031036661315,0.00021080991688171878,6.530217148815426e-05,0.001,0.00021080991688171878,0.001,0.0004428459795414835,0.00041570166044800687,0.0004704367405425347,0.00018982915715412595,0.00015750424873755783
0.00010775805948833618,0.0002142031036661315,6.794621582993112e-05,6.663186527820863e-05,7.014296324038125e-05,6.794621582993112e-05,0.001,0.0004008028288565964,0.00018982915715412595,0.0004704367405425347,0.00018982915715412595,0.0008702706706116824
8.139841224052254e-05,8.55207825445415e-05,0.00040270190772325544,6.530217148815426e-05,6.587895043290152e-05,0.0002681009246278838,7.186409025522228e-05,0.00019264433629469677,0.0002793148362793864,0.0004704367405425347,0.0003807989908921763,0.0002175330265823067
8.139841224052254e-05,8.55207825445415e-05,6.794621582993112e-05,7.700145889193337e-05,0.001,0.0002998453336872752,7.955458755764386e-05,0.001,0.00018982915715412595,0.00024304796792503678,0.00018982915715412595,6.738210505573146e-05
8.139841224052254e-05,8.55207825445415e-05,0.0002198802456439875,6.530217148815426e-05,6.794621582993112e-05,0.001,7.955458755764386e-05,0.00033062725787180524,0.00034185264389568646,0.00024304796792503678,0.00016293360218870077,8.086459778245371e-05
0.0006192865061755624,0.001,0.001,0.0003919974775861264,0.001,0.001,0.00033062725787180524,0.001,0.00016383513247585587,0.0002434846550957935,0.001,0.0002434846550957935
7.186409025522228e-05,0.001,0.0003919974775861264,0.001,0.001,0.0006543129282049419,0.00033062725787180524,0.00062081360775633,0.00014933422773786501,0.001,0.001,0.0002434846550957935
7.186409025522228e-05,0.001,0.001,0.001,0.001,6.530217148815426e-05,0.00033062725787180524,0.00062081360775633,0.00016383513247585587,0.00028359434956195525,0.001,6.841007872743148e-05
0.0004954537725635019,0.001,0.00011112598136739265,0.000492572584055917,0.001,0.001,0.00011345323698521272,0.00062081360775633,0.00016383513247585587,0.0002434846550957935,0.001,0.00021956322843244403
0.0003037588520472074,6.530217148815426e-05,6.530217148815426e-05,0.00040270190772325544,0.00040270190772325544,6.530217148815426e-05,0.00040380536079289196,0.0004008028288565964,0.00010395078729144813,5.827492064441973e-05,0.0004940561586319411,0.00021956322843244403
0.00045490429597144473,0.0004173737118390288,0.00040270190772325544,0.0003079427688138343,0.0003079427688138343,0.001,0.00047525702629340504,0.0002434846550957935,0.00022406252671832455,0.001,0.00016383513247585587,0.0002050767560003099
0.000623127492435496,0.00040270190772325544,6.530217148815426e-05,0.0004193125310998175,0.0002142031036661315,0.00035601117300646114,0.001,0.0004008028288565964,0.00010395078729144813,5.827492064441973e-05,0.0002434846550957935,0.000274653626764643
7.186409025522228e-05,0.0003079427688138343,0.001,0.001,0.001,0.00033062725787180524,0.00033062725787180524,0.00010340230728605734,0.00014933422773786501,0.00028359434956195525,0.00016383513247585587,0.00011246518706915974
0.00048768327074384194,0.001,0.001,0.0005462318228260857,0.001,0.001,0.001,0.0002434846550957935,0.00014933422773786501,0.001,0.001,0.0002434846550957935
0.0003094621622575861,0.0002894350802325228,0.00024226126049912907,0.00040270190772325544,0.001,0.001,0.00040380536079289196,0.0004582782801548791,0.001,0.00011246518706915974,0.0002434846550957935,0.00018200688199672554
7.186409025522228e-05,0.00012904971477816814,6.530217148815426e-05,6.530217148815426e-05,0.0002142031036661315,6.530217148815426e-05,0.00033062725787180524,0.0005721451923330559,0.00022245505620075595,0.001,0.0002434846550957935,6.298666939350112e-05
0.0005803524247538669,0.001,0.001,0.0003919974775861264,0.001,0.0006543129282049419,0.0005803524247538669,0.0002434846550957935,0.00016131006873216358,0.0002434846550957935,0.001,0.0002434846550957935
0.0003037588520472074,0.00040270190772325544,0.00024226126049912907,0.0005379003058335826,0.0004193125310998175,0.001,0.00047443854765541975,0.00016383513247585587,0.00016383513247585587,0.00011246518706915974,0.00030142291264064684,0.00018200688199672554
7.186409025522228e-05,0.00035601117300646114,0.0003919974775861264,6.530217148815426e-05,0.001,0.0007739906831417576,0.0005803524247538669,0.0006304688183166094,0.00016383513247585587,0.0002434846550957935,0.0004582782801548791,0.001
