Similarity Far - 2006,Similarity Far - 2007,Similarity Far - 2008,Similarity Far - 2009,Similarity Far - 2010,Similarity Far - 2011,Similarity Far - 2012,Similarity Far - 2013,Similarity Far - 2014,Similarity Far - 2015,Similarity Far - 2016,Similarity Far - 2017
0.00016955726465050992,9.807304068162142e-05,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00014972907499768444
0.0001398996403415528,0.0001398996403415528,0.0001398996403415528,0.0001398996403415528,0.0001398996403415528,0.0001398996403415528,0.0001398996403415528,0.0001398996403415528,0.0001398996403415528,0.0001398996403415528,0.0001398996403415528,0.0001398996403415528
0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00014972907499768444,0.00014972907499768444,0.00016955726465050992,0.00014972907499768444,0.00014972907499768444,0.00014972907499768444,0.00014972907499768444
0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.0002037102747195966,0.0002037102747195966,0.0002037102747195966,0.0002037102747195966
0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00017579860586411272,0.00017579860586411272
0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00017813141008016852,0.00017813141008016852,0.00017813141008016852
0.00016955726465050992,9.797001353867092e-05,9.797001353867092e-05,9.797001353867092e-05,9.797001353867092e-05,9.797001353867092e-05,9.797001353867092e-05,9.797001353867092e-05,9.797001353867092e-05,9.797001353867092e-05,9.797001353867092e-05,9.797001353867092e-05
0.0001398996403415528,0.0001398996403415528,0.0001398996403415528,0.0001398996403415528,0.0001398996403415528,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992
0.0001398996403415528,0.00018080722794890758,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016164237418125793,0.00016164237418125793
0.00018080722794890758,0.00018080722794890758,0.00018080722794890758,0.00018080722794890758,0.00018080722794890758,0.00018080722794890758,0.00018080722794890758,0.00018080722794890758,0.00018080722794890758,0.00018080722794890758,0.00018080722794890758,0.00018080722794890758
0.00016686154464508917,0.0001757938191372137,0.00016686154464508917,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016686154464508917,0.0001757938191372137,0.0001757938191372137
